run_time   "Position[0][0]"   "Position[0][1]"   
0   0.019889470   -0.001081182   
0.000176334   0.019894821   -0.001134116   
0.000326071   0.019903045   -0.001182411   
0.000415016   0.019908489   -0.001209837   
0.000508446   0.019913213   -0.001238484   
0.000603467   0.019916760   -0.001267487   
0.000697822   0.019918773   -0.001296115   
0.000791835   0.019919243   -0.001324868   
0.00088496   0.019918424   -0.001354617   
0.00097617   0.019916790   -0.001384223   
0.00106525   0.019914872   -0.001412155   
0.0011525   0.019913068   -0.001438474   
0.00123908   0.019911804   -0.001464823   
0.00132554   0.019910989   -0.001491313   
0.00141172   0.019910680   -0.001517708   
0.00149634   0.019910763   -0.001543509   
0.00157996   0.019911200   -0.001568864   
0.00166276   0.019911960   -0.001593358   
0.00174518   0.019912428   -0.001604941   
0.00182624   0.019913257   -0.001582170   
0.00191042   0.019914156   -0.001554273   
0.0019999   0.019915050   -0.001526559   
0.00208875   0.019915387   -0.001498005   
0.0021812   0.019915325   -0.001469152   
0.00227116   0.019915171   -0.001443162   
0.00235609   0.019915230   -0.001420811   
0.00244042   0.019915408   -0.001399416   
0.00252501   0.019915686   -0.001376737   
0.00261259   0.019916064   -0.001350919   
0.00270066   0.019916634   -0.001325570   
0.00279018   0.019917528   -0.001299871   
0.00288002   0.019918326   -0.001274931   
0.00296956   0.019918784   -0.001250177   
0.00305983   0.019918990   -0.001224212   
0.00315108   0.019919208   -0.001197897   
0.00324154   0.019919765   -0.001172366   
0.00332964   0.019920937   -0.001148691   
0.00341853   0.019922505   -0.001131768   
0.00351213   0.019923503   -0.001134448   
0.00361228   0.019923122   -0.001159069   
0.00376669   0.019920765   -0.001211882   
0.00386075   0.019919555   -0.001243791   
0.00395143   0.019918982   -0.001268721   
0.00404646   0.019919004   -0.001290545   
0.00414401   0.019919067   -0.001310519   
0.00424123   0.019919081   -0.001331260   
0.00433699   0.019919419   -0.001355070   
0.00443248   0.019920073   -0.001380700   
0.00452706   0.019920595   -0.001405724   
0.00461818   0.019920886   -0.001428820   
0.0047055   0.019920836   -0.001450771   
0.00478958   0.019920552   -0.001471670   
0.0048708   0.019920124   -0.001492352   
0.00494989   0.019919718   -0.001513280   
0.00502725   0.019919578   -0.001533001   
0.00510287   0.019920061   -0.001550930   
0.00517764   0.019921014   -0.001560716   
0.00525295   0.019921972   -0.001553450   
0.00533046   0.019922471   -0.001532403   
0.00541214   0.019922516   -0.001503054   
0.00549905   0.019921973   -0.001472621   
0.00559131   0.019921074   -0.001442971   
0.00568289   0.019920595   -0.001419540   
0.00577532   0.019921109   -0.001401974   
0.00586926   0.019922377   -0.001385688   
0.00596197   0.019923822   -0.001367870   
0.00605755   0.019925293   -0.001347156   
0.00615185   0.019926016   -0.001325926   
0.00624464   0.019926326   -0.001305406   
0.00634046   0.019926354   -0.001284518   
0.00643622   0.019926767   -0.001263145   
0.00653126   0.019927836   -0.001240796   
0.00662674   0.019929330   -0.001217737   
0.00672113   0.019930698   -0.001195139   
0.00681445   0.019932135   -0.001176190   
0.00690733   0.019933085   -0.001168233   
0.00700535   0.019933704   -0.001177369   
0.00716267   0.019935364   -0.001223019   
0.0073158   0.019936727   -0.001278131   
0.00740999   0.019937100   -0.001304452   
0.00750516   0.019936762   -0.001323040   
0.00759451   0.019935937   -0.001335431   
0.00767912   0.019935167   -0.001346167   
0.00776222   0.019934743   -0.001360427   
0.007846   0.019934706   -0.001376486   
0.00793207   0.019934747   -0.001392980   
0.00802185   0.019934352   -0.001411436   
0.00811157   0.019933256   -0.001429539   
0.00819858   0.019932093   -0.001446123   
0.00828327   0.019931150   -0.001462138   
0.00836606   0.019930353   -0.001480141   
0.00844723   0.019929666   -0.001499163   
0.00852698   0.019929099   -0.001514211   
0.00860556   0.019928553   -0.001523122   
0.0086836   0.019927561   -0.001522594   
0.00876206   0.019926538   -0.001508639   
0.00884318   0.019926095   -0.001483225   
0.00893097   0.019925943   -0.001450537   
0.0090249   0.019926185   -0.001418034   
0.0091153   0.019926676   -0.001393920   
0.00920458   0.019926623   -0.001377945   
0.00929407   0.019926948   -0.001367631   
0.00938774   0.019927364   -0.001357460   
0.00948474   0.019927707   -0.001343309   
0.00958265   0.019927847   -0.001325703   
0.00968044   0.019927791   -0.001307789   
0.00977784   0.019927318   -0.001290470   
0.00987728   0.019927137   -0.001272797   
0.00997664   0.019926977   -0.001254426   
0.010075   0.019927133   -0.001235559   
0.0101698   0.019927366   -0.001217707   
0.0102645   0.019927306   -0.001203166   
0.010363   0.019927314   -0.001196322   
0.0105191   0.019925396   -0.001216067   
0.0106786   0.019921366   -0.001267183   
0.0107727   0.019918960   -0.001302027   
0.0108637   0.019917842   -0.001327250   
0.0109589   0.019917129   -0.001341844   
0.0110565   0.019916031   -0.001349927   
0.0111559   0.019914658   -0.001358494   
0.0112541   0.019913076   -0.001371293   
0.0113514   0.019911586   -0.001387293   
0.011448   0.019910389   -0.001403550   
0.0115463   0.019909049   -0.001419175   
0.0116454   0.019907143   -0.001434547   
0.0117447   0.019905104   -0.001450443   
0.0118432   0.019903453   -0.001466902   
0.0119399   0.019902063   -0.001483107   
0.0120351   0.019900328   -0.001495303   
0.0121307   0.019898429   -0.001496422   
0.0122322   0.019896945   -0.001479762   
0.0123914   0.019896183   -0.001426418   
0.0124826   0.019895505   -0.001395976   
0.0125718   0.019894757   -0.001376978   
0.0126085   0.019895574   -0.001370858   
0.0126827   0.019894157   -0.001365142   
0.0127656   0.019892893   -0.001358676   
0.0128534   0.019891846   -0.001352241   
0.0129472   0.019890664   -0.001342141   
0.0130449   0.019889608   -0.001327818   
0.0131952   0.019889327   -0.001303317   
0.0132963   0.019888299   -0.001288728   
0.0134498   0.019884801   -0.001266774   
0.0135499   0.019883093   -0.001251505   
0.0137005   0.019883324   -0.001231493   
0.0138009   0.019885431   -0.001224755   
0.013961   0.019890634   -0.001239589   
0.0141246   0.019893990   -0.001286372   
0.0142224   0.019895632   -0.001318339   
0.0143155   0.019897582   -0.001338373   
0.0144116   0.019899094   -0.001346673   
0.0145661   0.019899318   -0.001353457   
0.0146665   0.019898868   -0.001363223   
0.014818   0.019899781   -0.001383875   
0.0149186   0.019901573   -0.001399477   
0.0150726   0.019903342   -0.001420027   
0.0152288   0.019902861   -0.001440440   
0.0153316   0.019903661   -0.001454031   
0.0154892   0.019905645   -0.001470435   
0.0156511   0.019906727   -0.001461319   
0.0158141   0.019905571   -0.001417147   
0.0159117   0.019905145   -0.001386964   
0.0160473   0.019905192   -0.001361949   
0.0160829   0.019904565   -0.001359462   
0.016163   0.019905652   -0.001358283   
0.0162496   0.019905310   -0.001355885   
0.0163427   0.019903958   -0.001350504   
0.0164405   0.019902510   -0.001339834   
0.0165911   0.019902940   -0.001318585   
0.0166936   0.019902982   -0.001303540   
0.0168486   0.019904378   -0.001284466   
0.0170033   0.019903273   -0.001266947   
0.0171049   0.019902267   -0.001256105   
0.0172006   0.019901052   -0.001249379   
0.0172999   0.019900293   -0.001249935   
0.0174599   0.019900236   -0.001273556   
0.0176188   0.019901619   -0.001319356   
0.0177152   0.019901955   -0.001343859   
0.017812   0.019902147   -0.001353607   
0.0179104   0.019902209   -0.001352870   
0.0180083   0.019902035   -0.001354031   
0.018159   0.019902047   -0.001365031   
0.0182604   0.019903347   -0.001378717   
0.0184135   0.019905775   -0.001400753   
0.018516   0.019905749   -0.001413051   
0.0186723   0.019904180   -0.001429719   
0.0188295   0.019904224   -0.001444251   
0.0189332   0.019904930   -0.001449998   
0.0190914   0.019906854   -0.001440029   
0.0192498   0.019906918   -0.001402300   
0.019349   0.019907829   -0.001374223   
0.0194887   0.019909101   -0.001352550   
0.019571   0.019909784   -0.001351876   
0.0196659   0.019909685   -0.001354496   
0.0197659   0.019909583   -0.001353436   
0.0199233   0.019911882   -0.001338818   
0.0200823   0.019911707   -0.001316271   
0.0201848   0.019911472   -0.001303413   
0.0203398   0.019910632   -0.001288267   
0.0204984   0.019910901   -0.001274868   
0.0206028   0.019911844   -0.001267832   
0.0207576   0.019914471   -0.001269981   
0.0208632   0.019915747   -0.001283115   
0.0210199   0.019915727   -0.001321164   
0.0211209   0.019916183   -0.001347257   
0.0212196   0.019917101   -0.001359658   
0.0213186   0.019918164   -0.001357661   
0.0214156   0.019918976   -0.001354087   
0.0215129   0.019919431   -0.001354716   
0.0216657   0.019920513   -0.001368700   
0.021768   0.019921712   -0.001382685   
0.0219246   0.019923318   -0.001401799   
0.0220834   0.019925146   -0.001415568   
0.0221869   0.019926128   -0.001423383   
0.0223449   0.019927437   -0.001432047   
0.0225053   0.019927690   -0.001425750   
0.0226676   0.019927222   -0.001394010   
0.022769   0.019927410   -0.001367273   
0.0229179   0.019927757   -0.001343466   
0.0230103   0.019928468   -0.001343440   
0.0231621   0.019929166   -0.001350730   
0.0232648   0.019929506   -0.001348819   
0.023422   0.019930276   -0.001332577   
0.0235802   0.019931686   -0.001313165   
0.0236823   0.019932358   -0.001303408   
0.0238333   0.019931298   -0.001292857   
0.0239319   0.019931547   -0.001286898   
0.0240866   0.019929140   -0.001281098   
0.0241868   0.019928308   -0.001283715   
0.0243448   0.019927798   -0.001305245   
0.0245023   0.019929266   -0.001343399   
0.0246   0.019930243   -0.001363186   
0.0247006   0.019930496   -0.001367788   
0.0248539   0.019928798   -0.001358411   
0.025011   0.019928038   -0.001359582   
0.0251147   0.019928859   -0.001368870   
0.0252726   0.019931512   -0.001387717   
0.0254308   0.019932834   -0.001401783   
0.0255917   0.019932232   -0.001410524   
0.0257544   0.019932697   -0.001417175   
0.0259159   0.019933471   -0.001414604   
0.0260231   0.019933865   -0.001400833   
0.0261869   0.019933782   -0.001363896   
0.0263402   0.019933466   -0.001337951   
0.0264403   0.019933073   -0.001336907   
0.0265997   0.019933889   -0.001346330   
0.0267567   0.019936907   -0.001344704   
0.0268612   0.019938431   -0.001334853   
0.0270188   0.019939502   -0.001317504   
0.0271813   0.019938422   -0.001305123   
0.0273376   0.019939064   -0.001298379   
0.0274381   0.019938545   -0.001295169   
0.0276016   0.019940150   -0.001295543   
0.0277632   0.019940770   -0.001311911   
0.0278679   0.019941320   -0.001332818   
0.028026   0.019942415   -0.001365229   
0.0281288   0.019942790   -0.001371641   
0.0282907   0.019943765   -0.001362177   
0.02845   0.019944561   -0.001358631   
0.0285549   0.019944925   -0.001365400   
0.0287153   0.019945079   -0.001381885   
0.0288739   0.019944594   -0.001395175   
0.0289784   0.019945313   -0.001399897   
0.0291392   0.019947135   -0.001403834   
0.0293009   0.019948903   -0.001403955   
0.0294016   0.019949785   -0.001397673   
0.0295638   0.019951090   -0.001371570   
0.029722   0.019953977   -0.001341715   
0.0298784   0.019957427   -0.001334008   
0.0300377   0.019962072   -0.001344396   
0.0301961   0.019964952   -0.001347286   
0.0303003   0.019967632   -0.001340235   
0.0304538   0.019968654   -0.001325414   
0.0305521   0.019971248   -0.001317242   
0.0307111   0.019971176   -0.001310284   
0.0308132   0.019972944   -0.001308340   
0.0309695   0.019974688   -0.001307598   
0.0311292   0.019981061   -0.001314978   
0.0312313   0.019984312   -0.001327740   
0.0313815   0.019988381   -0.001355557   
0.0314809   0.019990795   -0.001370914   
0.0316375   0.019992312   -0.001372856   
0.0317418   0.019993130   -0.001365334   
0.0319005   0.019994283   -0.001359158   
0.0320049   0.019995386   -0.001363883   
0.0321538   0.019997859   -0.001377726   
0.0322503   0.019999612   -0.001385916   
0.0324056   0.020002227   -0.001393691   
0.0325053   0.020003980   -0.001395816   
0.0326614   0.020006018   -0.001397027   
0.0327648   0.020007539   -0.001394489   
0.0329176   0.020010276   -0.001380639   
0.0330216   0.020012209   -0.001363825   
0.0331742   0.020015027   -0.001340538   
0.0332711   0.020015192   -0.001335235   
0.0334247   0.020017229   -0.001342559   
0.0335244   0.020018454   -0.001350457   
0.0336768   0.020023034   -0.001352336   
0.0337795   0.020023896   -0.001345352   
0.0339301   0.020028065   -0.001331459   
0.0340258   0.020027762   -0.001324975   
0.0341776   0.020031540   -0.001320564   
0.0342742   0.020032585   -0.001320570   
0.0344299   0.020040355   -0.001322342   
0.0345317   0.020042364   -0.001326518   
0.0346306   0.020042421   -0.001335796   
0.0347834   0.020041761   -0.001358499   
0.0348841   0.020041705   -0.001372681   
0.0349807   0.020043479   -0.001378388   
0.0350787   0.020046324   -0.001375388   
0.0352309   0.020050445   -0.001364571   
0.03533   0.020051350   -0.001360868   
0.0354862   0.020052429   -0.001367289   
0.0355866   0.020053538   -0.001376876   
0.0356847   0.020055256   -0.001385736   
0.0358373   0.020058697   -0.001393419   
0.0359331   0.020060760   -0.001394104   
0.0360899   0.020061694   -0.001393201   
0.0362445   0.020061960   -0.001388946   
0.0363413   0.020063945   -0.001381152   
0.0364995   0.020070160   -0.001359991   
0.0366024   0.020073733   -0.001348370   
0.0367548   0.020076081   -0.001345616   
0.0368538   0.020075374   -0.001351690   
0.0370071   0.020074888   -0.001362379   
0.0371079   0.020076510   -0.001363276   
0.0372631   0.020082835   -0.001353248   
0.0373639   0.020088083   -0.001344351   
0.0374627   0.020089405   -0.001337668   
0.037616   0.020088033   -0.001334903   
0.0377158   0.020086012   -0.001335906   
0.0378674   0.020090654   -0.001338481   
0.0379702   0.020095791   -0.001342071   
0.0381205   0.020099209   -0.001355070   
0.038218   0.020099771   -0.001367855   
0.0383698   0.020099146   -0.001382013   
0.0384679   0.020101846   -0.001381534   
0.0386208   0.020105098   -0.001371783   
0.0387227   0.020106314   -0.001366125   
0.0388769   0.020107096   -0.001368181   
0.0389806   0.020106473   -0.001376071   
0.0391335   0.020107111   -0.001389271   
0.0392295   0.020110130   -0.001393974   
0.0393817   0.020119090   -0.001394913   
0.0394823   0.020124984   -0.001393775   
0.0396359   0.020126919   -0.001391409   
0.0397388   0.020124497   -0.001387201   
0.0398869   0.020122236   -0.001373346   
0.0399878   0.020123784   -0.001362520   
0.0401427   0.020130173   -0.001356370   
0.040244   0.020133726   -0.001361013   
0.0403929   0.020137070   -0.001372210   
0.0404929   0.020136164   -0.001375751   
0.0406463   0.020136163   -0.001369297   
0.0407481   0.020137769   -0.001360875   
0.0409024   0.020145669   -0.001351293   
0.041   0.020146947   -0.001350138   
0.0411542   0.020145923   -0.001352616   
0.0412545   0.020143675   -0.001354381   
0.0414079   0.020145067   -0.001357559   
0.0415101   0.020147970   -0.001363122   
0.0416583   0.020152140   -0.001377245   
0.0417562   0.020155604   -0.001385746   
0.0419102   0.020157591   -0.001386604   
0.042012   0.020156419   -0.001380362   
0.0421645   0.020150912   -0.001371865   
0.0422662   0.020149598   -0.001372460   
0.0424197   0.020153782   -0.001382934   
0.0425226   0.020156557   -0.001391781   
0.0426743   0.020157408   -0.001398207   
0.0427683   0.020157724   -0.001397372   
0.0429221   0.020160707   -0.001394368   
0.0430224   0.020163830   -0.001393385   
0.04318   0.020166024   -0.001390177   
0.0433364   0.020164768   -0.001380009   
0.043437   0.020163164   -0.001372270   
0.0435914   0.020160916   -0.001369005   
0.0436937   0.020162042   -0.001373760   
0.0438476   0.020170171   -0.001383952   
0.043947   0.020175618   -0.001386158   
0.0440473   0.020178065   -0.001382592   
0.0441445   0.020176488   -0.001375481   
